from,to,value
60194,81197,1
70200,70200,5
70200,59206,1
70200,61660,1
70200,59188,1
70200,59288,1
70200,60868,1
70200,61034,1
70200,61248,1
70200,61605,1
70200,61832,1
70200,81304,1
70200,70167,1
70200,81035,1
92971,92971,1
92971,93013,1
92971,81746,1
60205,60205,1
60205,61636,1
60205,59551,1
60205,60569,1
60205,62601,1
60205,61223,1
60205,60935,1
60205,62584,1
123359,123359,6
123359,125859,1
89227,89227,1
89227,61996,1
60231,60231,307
60231,204843,2
60231,59206,16
60231,82384,1
60231,61529,1
60231,61544,7
60231,82774,2
60231,132083,1
60231,82417,1
60231,165267,10
60231,91704,1
60231,59051,11
60231,61660,70
60231,59188,9
60231,59276,3
60231,59288,23
60231,59532,15
60231,125354,2
60231,59901,1
60231,59945,4
60231,61891,2
60231,199542,1
60231,60542,31
60231,85265,2
60231,60714,1
60231,85334,1
60231,60794,1
60231,60868,15
60231,60971,1
60231,61034,3
60231,61035,1
60231,61231,2
60231,61248,33
60231,110424,1
60231,86680,1
60231,61453,72
60231,61454,1
60231,61605,88
60231,61725,36
60231,61764,15
60231,61832,3
60231,61910,1
60231,168640,34
60231,62521,1
60231,62573,34
60231,70846,1
60231,194019,1
60231,71770,2
60231,96536,3
60231,113280,1
60231,244506,2
60231,61996,2
60231,81033,1
60231,162998,1
60231,81181,1
60231,130673,8
60231,65204,1
93000,93000,4
81036,81036,129
81036,61529,1
81036,82577,1
81036,148887,2
81036,61660,3
81036,60714,2
81036,151094,2
81036,110315,1
81036,126820,1
81036,61725,2
81036,95369,1
81036,95937,2
81036,80668,6
81036,80694,1
81036,113487,1
81036,130459,2
81036,130475,2
81036,130602,3
81036,130673,2
93003,93003,4
93003,93230,1
93003,93235,1
93003,87343,1
93003,81746,1
93005,93005,5
93005,93006,1
93005,93235,1
93006,93006,1
93006,93005,1
93006,93235,1
93013,93013,1
93013,92971,1
93013,81746,1
150358,150358,9
150358,61968,2
150358,59288,1
150358,59784,2
150358,64733,2
150358,86933,1
150358,62364,2
150358,72351,2
150358,80701,1
150358,57136,2
150358,57203,2
93019,93019,5
93019,93235,1
166750,166750,1
93025,93025,1
93030,93030,1
93030,93085,1
60263,60263,272
60263,90262,1
60263,61486,74
60263,59206,25
60263,61938,7
60263,61529,6
60263,62225,1
60263,82897,6
60263,337059,2
60263,61968,1
60263,337411,2
60263,83535,1
60263,58989,17
60263,60350,25
60263,59051,1
60263,59100,1
60263,61660,12
60263,59135,11
60263,59186,12
60263,59188,85
60263,62207,1
60263,59432,1
60263,59441,3
60263,59508,10
60263,59518,32
60263,59527,3
60263,59532,54
60263,59551,37
60263,59582,5
60263,59601,1
60263,59624,3
60263,59662,1
60263,59672,2
60263,59790,60
60263,59809,1
60263,59819,38
60263,59856,1
60263,59874,73
60263,59901,13
60263,59945,1
60263,59984,11
60263,60003,22
60263,62284,6
60263,60075,42
60263,60156,2
60263,62834,44
60263,60284,4
60263,60318,4
60263,84929,1
60263,60359,6
60263,60369,2
60263,60473,17
60263,60542,9
60263,60587,5
60263,60654,25
60263,60658,1
60263,60680,2
60263,60714,1
60263,60756,1
60263,60824,3
60263,60868,3
60263,60871,24
60263,60954,1
60263,60971,46
60263,61026,12
60263,61053,12
60263,61072,6
60263,61090,3
60263,62601,7
60263,61164,21
60263,61190,7
60263,61223,65
60263,61232,5
60263,61248,24
60263,61264,40
60263,61339,1
60263,61374,2
60263,60755,2
60263,61453,7
60263,61454,68
60263,86084,25
60263,59409,44
60263,61581,4
60263,184513,1
60263,53504,1
60263,61700,3
60263,61721,3
60263,61725,1
60263,61764,1
60263,184670,1
60263,61890,3
60263,61893,9
60263,61910,1
60263,62032,11
60263,299632,2
60263,62136,17
60263,60445,2
60263,62242,3
60263,62180,2
60263,62214,20
60263,62264,1
60263,54200,7
60263,62293,15
60263,62468,46
60263,62493,33
60263,60935,2
60263,62518,1
60263,62521,18
60263,62543,6
60263,62584,6
60263,62596,4
60263,95369,1
60263,62322,3
60263,62644,2
60263,62646,8
60263,54460,1
60263,62680,83
60263,62724,13
60263,62747,3
60263,341281,1
60263,62779,89
60263,111933,1
60263,62103,50
60263,62823,3
60263,62364,6
60263,259678,1
60263,60479,25
60263,170406,1
60263,62142,16
60263,59889,9
60263,337088,1
60263,244246,1
60263,89382,1
60263,61317,17
60263,62082,4
60263,55363,37
60263,60047,3
60263,62796,5
93034,93034,4
224112,224112,2
224112,133144,1
224112,133819,1
199542,199542,2
199542,82384,1
199542,82774,1
199542,59276,1
199542,125354,1
199542,61891,1
199542,60231,1
199542,60542,1
199542,61035,1
199542,61231,1
199542,110424,1
199542,61996,1
60284,60284,11
60284,61486,4
60284,59206,5
60284,61938,4
60284,82897,2
60284,58989,2
60284,60350,1
60284,61660,4
60284,59135,3
60284,59188,9
60284,59518,2
60284,59532,8
60284,59551,7
60284,59790,2
60284,59819,3
60284,59874,9
60284,59901,1
60284,59945,1
60284,59984,3
60284,60003,3
60284,60075,2
60284,60156,2
60284,62834,3
60284,60263,4
60284,60473,3
60284,60654,6
60284,60756,2
60284,60824,1
60284,60868,4
60284,60871,4
60284,60971,9
60284,61026,5
60284,61053,1
60284,61164,2
60284,61190,3
60284,61223,5
60284,61248,3
60284,61264,2
60284,61404,1
60284,60755,1
60284,61454,7
60284,86084,4
60284,59409,2
60284,61581,2
60284,61700,1
60284,61721,1
60284,61725,2
60284,61890,2
60284,62136,1
60284,60445,4
60284,62214,6
60284,62293,1
60284,62468,6
60284,62493,3
60284,62521,4
60284,62322,2
60284,62680,3
60284,62724,5
60284,62779,9
60284,62103,3
60284,60479,3
60284,59889,1
60284,55363,1
60284,62796,3
93071,93071,2
93071,93230,1
93074,93074,1
93078,93078,7
93078,81033,1
60569,60569,1
60569,61636,1
60569,59551,1
60569,60205,1
60569,62601,1
60569,61223,1
60569,60935,1
60569,62584,1
93085,93085,12
93085,93030,1
60318,60318,10
60318,61486,1
60318,59051,1
60318,59186,2
60318,59188,1
60318,62207,1
60318,59432,1
60318,59508,2
60318,59518,1
60318,59532,1
60318,59582,2
60318,59624,1
60318,59790,1
60318,59819,1
60318,60263,4
60318,60359,3
60318,60369,1
60318,60680,2
60318,61072,1
60318,62601,1
60318,61164,1
60318,61223,1
60318,53504,1
60318,61893,2
60318,62032,2
60318,299632,1
60318,62242,1
60318,62180,1
60318,54200,1
60318,62493,1
60318,60935,1
60318,62518,1
60318,62584,1
60318,62596,4
60318,62646,1
60318,62680,1
60318,62779,2
60318,62142,3
60318,337088,1
60318,61317,6
60318,62082,2
60318,55363,5
59205,59205,1
59205,60680,1
57929,57929,1
142248,142248,1
56479,56479,19
56479,82596,1
56479,58326,1
56479,58364,1
56479,58418,1
56479,58428,2
56479,58510,1
56479,124260,1
56479,125092,1
56479,142748,1
56479,59935,1
56479,85334,1
56479,61173,1
56479,184513,1
56479,61725,1
56479,103403,1
56479,70868,1
56479,86508,1
56479,194019,1
56479,87596,1
56479,72351,3
56479,133731,1
56479,57116,1
56479,57140,1
56479,58676,1
56479,57203,1
84929,84929,268
84929,82575,4
84929,82577,5
84929,59051,1
84929,61660,9
84929,59186,1
84929,59287,15
84929,59532,1
84929,59786,9
84929,59945,3
84929,60263,1
84929,60542,1
84929,60714,1
84929,60868,1
84929,61248,1
84929,61454,1
84929,53504,1
84929,143703,6
84929,184670,1
84929,86771,3
84929,54200,1
84929,62573,1
84929,95369,28
84929,95378,20
84929,97848,3
84929,62779,1
84929,111933,2
84929,95930,1
84929,95934,3
84929,95937,5
84929,95939,1
84929,95940,6
84929,96537,31
84929,96545,1
84929,129382,23
84929,95294,9
84929,129670,2
84929,84989,5
84929,55363,1
84929,132395,1
117702,117702,2
60359,60359,11
60359,61486,2
60359,59206,2
60359,82897,1
60359,337411,1
60359,58989,1
60359,60350,1
60359,61660,1
60359,59186,3
60359,59188,2
60359,62207,1
60359,59432,1
60359,59508,4
60359,59518,2
60359,59527,2
60359,59532,2
60359,59551,4
60359,59582,4
60359,59624,1
60359,59662,1
60359,59790,3
60359,59819,3
60359,59874,3
60359,59945,1
60359,59984,1
60359,60003,2
60359,62834,2
60359,60263,6
60359,60318,3
60359,60369,1
60359,60473,1
60359,60542,1
60359,60587,1
60359,60654,3
60359,60680,1
60359,60824,1
60359,60868,1
60359,60871,2
60359,60971,3
60359,61026,1
60359,61072,1
60359,62601,3
60359,61164,2
60359,61190,1
60359,61223,2
60359,61248,2
60359,61453,1
60359,61454,2
60359,86084,1
60359,59409,3
60359,61691,1
60359,61893,3
60359,86603,1
60359,62032,3
60359,62136,1
60359,62214,1
60359,54200,2
60359,62468,1
60359,62493,2
60359,60935,1
60359,62518,1
60359,62596,3
60359,62646,2
60359,62680,2
60359,62724,1
60359,62779,3
60359,62103,1
60359,60479,3
60359,62142,5
60359,62417,1
60359,89119,1
60359,61317,7
60359,62082,5
60359,55363,4
60369,60369,22
60369,61486,2
60369,60350,1
60369,59186,2
60369,59188,3
60369,59432,1
60369,59508,3
60369,59518,1
60369,59527,1
60369,59532,3
60369,59551,2
60369,59624,1
60369,59790,3
60369,59819,2
60369,62834,1
60369,60263,2
60369,60318,1
60369,60359,1
60369,60654,2
60369,60971,2
60369,61053,1
60369,61090,1
60369,62601,2
60369,61164,1
60369,61223,3
60369,61264,1
60369,61374,1
60369,61383,2
60369,61454,2
60369,62032,1
60369,54200,1
60369,70610,1
60369,62493,2
60369,62536,1
60369,111716,1
60369,62596,1
60369,62644,1
60369,62646,3
60369,62680,1
60369,62724,2
60369,62779,3
60369,62823,1
60369,251925,1
60369,62142,2
60369,61317,2
60369,89607,2
60369,62082,1
60369,55363,2
93151,93151,1
125924,125924,2
125924,85951,1
125924,127056,1
125924,81480,1
60523,60523,3
60523,59551,1
60523,84435,1
60523,59874,1
60523,62834,1
60523,61231,1
60523,54564,1
187562,187562,1
117760,117760,6
117760,86603,1
117760,54200,2
117760,96084,1
84994,84994,4
84994,82396,1
84994,82652,1
84994,62834,1
84994,84998,1
84994,60654,1
84994,103914,1
84994,86572,1
84994,86573,1
84998,84998,146
84998,124304,3
84998,82396,3
84998,123363,3
84998,103911,1
84998,58364,1
84998,58435,1
84998,124262,3
84998,124305,1
84998,124325,1
84998,124991,1
84998,61660,1
84998,124988,1
84998,84994,1
84998,85004,1
84998,60654,1
84998,85413,1
84998,85990,1
84998,61453,1
84998,86034,2
84998,127056,1
84998,307368,1
84998,56732,1
84998,86559,1
84998,86571,2
84998,86575,2
84998,86783,1
84998,124283,1
84998,119742,1
84998,62468,1
84998,54460,1
84998,87267,1
84998,103914,11
84998,103916,2
84998,87608,1
84998,124884,1
84998,86572,19
84998,86573,6
84998,114152,1
84998,133731,10
84998,155450,1
84998,114606,1
93191,93191,16
93191,92900,2
93191,92906,1
85004,85004,23
85004,103911,1
85004,337092,1
85004,124911,1
85004,124973,2
85004,125092,1
85004,125131,2
85004,84998,1
85004,60542,1
85004,61453,1
85004,61454,1
85004,324251,1
85004,103899,1
85004,103914,1
85004,86572,3
85004,86573,1
168451,168451,2
168451,167184,1
168451,168412,1
289827,289827,1
289827,151680,1
93230,93230,6
93230,93003,1
93230,93071,1
93230,93235,1
93230,70088,2
93230,87343,1
93230,81746,1
93235,93235,7
93235,93003,1
93235,93005,1
93235,93006,1
93235,93019,1
93235,93230,1
93235,93247,1
93235,87343,1
93235,81746,1
68662,68662,71
68662,61544,1
68662,61660,4
68662,305315,1
68662,184513,14
68662,185591,1
68662,80668,2
60473,60473,41
60473,61486,11
60473,59206,31
60473,61938,4
60473,82897,5
60473,337411,1
60473,58989,16
60473,60350,10
60473,61660,3
60473,59135,10
60473,59188,31
60473,59508,1
60473,59518,15
60473,59532,29
60473,59551,7
60473,59790,14
60473,59819,23
60473,59874,37
60473,59984,4
60473,60003,21
60473,62284,7
60473,60075,23
60473,62834,15
60473,60263,17
60473,60284,3
60473,60359,1
60473,60654,21
60473,60824,4
60473,60868,4
60473,60871,29
60473,60971,24
60473,61026,6
60473,61053,1
60473,62601,1
60473,61164,12
60473,61190,7
60473,61223,16
60473,61232,1
60473,61248,12
60473,61264,3
60473,61453,2
60473,61454,23
60473,86084,29
60473,59409,10
60473,61581,2
60473,61700,5
60473,61721,1
60473,61725,4
60473,61832,1
60473,61890,3
60473,61893,1
60473,62032,1
60473,62136,1
60473,60445,2
60473,62214,17
60473,54200,6
60473,62468,14
60473,62493,10
60473,62521,12
60473,62680,29
60473,62724,6
60473,62779,38
60473,62103,24
60473,60479,14
60473,62142,1
60473,59889,1
60473,61317,1
60473,55363,5
60473,62796,4
93247,93247,7
93247,93235,1
306248,306248,1
166989,166989,2
117840,117840,1
253112,253112,1
253112,141021,1
253112,59784,1
253112,82512,1
253112,72351,1
253112,61317,1
253112,55363,1
306260,306260,1
93269,93269,5
93269,82361,1
93277,93277,1
85088,85088,1
85088,61636,1
85088,68928,1
85088,61605,1
85088,70846,1
85088,68956,1
85088,57137,1
85088,57203,1
123412,123412,6
123412,123408,2
123412,259697,1
60542,60542,447
60542,61486,4
60542,127945,1
60542,80609,1
60542,82267,1
60542,59206,22
60542,65852,1
60542,82384,1
60542,61938,4
60542,61529,8
60542,131683,1
60542,61544,4
60542,82577,1
60542,271167,1
60542,82774,1
60542,132083,1
60542,83183,1
60542,165267,2
60542,148887,5
60542,142249,1
60542,60350,1
60542,59051,15
60542,61660,60
60542,59188,9
60542,59196,2
60542,59276,1
60542,59288,12
60542,124911,1
60542,124973,1
60542,59518,2
60542,59532,21
60542,59551,7
60542,61995,1
60542,85286,2
60542,59601,1
60542,59662,1
60542,59672,1
60542,59702,1
60542,166233,1
60542,59790,2
60542,133524,1
60542,125354,1
60542,59819,4
60542,59856,1
60542,59874,9
60542,59945,25
60542,59984,1
60542,60003,2
60542,61891,1
60542,60075,2
60542,60117,1
60542,62834,5
60542,60231,31
60542,60263,9
60542,199542,1
60542,84929,1
60542,60359,1
60542,85004,1
60542,60587,1
60542,60654,9
60542,60658,1
60542,60714,4
60542,60794,1
60542,60868,2
60542,60871,2
60542,60971,11
60542,61026,2
60542,61034,3
60542,61035,1
60542,61072,1
60542,61090,1
60542,62601,4
60542,61164,1
60542,61223,3
60542,61231,1
60542,61240,1
60542,61248,26
60542,110424,1
60542,61352,1
60542,61374,1
60542,61383,1
60542,61453,9
60542,61454,12
60542,86084,3
60542,59409,3
60542,61605,69
60542,53504,1
60542,61725,44
60542,61764,5
60542,61832,8
60542,163001,1
60542,61893,1
60542,61908,1
60542,62032,1
60542,62136,4
60542,168640,7
60542,62214,1
60542,62318,6
60542,62293,4
60542,62468,6
60542,142852,1
60542,62493,1
60542,62573,16
60542,62644,1
60542,62646,2
60542,62680,5
60542,62724,7
60542,62779,40
60542,62787,1
60542,62103,1
60542,95937,1
60542,60479,20
60542,71770,2
60542,153760,1
60542,96536,2
60542,96537,1
60542,95294,1
60542,62142,1
60542,62417,6
60542,244506,2
60542,80668,3
60542,61996,1
60542,244246,23
60542,64671,1
60542,302298,1
60542,327112,1
60542,62082,2
60542,130673,5
60542,55363,5
126088,126088,3
126088,82772,1
126088,59945,1
126088,60868,1
126088,61231,1
126088,61454,1
126088,61764,1
126088,61893,1
126088,70846,1
126088,58588,1
126088,61996,1
126088,81197,1
126088,56726,1
126110,126110,1
68769,68769,2
68769,82589,1
68769,125128,1
68771,68771,14
68771,124191,1
68771,124212,1
60587,60587,6
60587,61486,6
60587,60350,2
60587,59188,6
60587,59508,1
60587,59518,1
60587,59532,4
60587,59551,2
60587,59662,1
60587,59790,5
60587,59819,2
60587,59874,5
60587,59901,1
60587,59984,1
60587,60003,1
60587,60075,1
60587,62834,1
60587,60263,5
60587,60359,1
60587,60542,1
60587,60654,1
60587,60871,1
60587,60971,4
60587,61026,1
60587,62601,2
60587,61223,1
60587,61264,4
60587,61454,1
60587,59409,2
60587,61581,2
60587,61890,1
60587,62136,4
60587,62493,2
60587,62646,2
60587,62680,5
60587,62724,3
60587,62779,6
60587,62103,4
60587,60479,4
60587,62142,1
60587,59889,1
60587,62082,1
60587,55363,3
123406,123406,2
123406,127027,1
60654,60654,356
60654,124265,1
60654,61486,26
60654,59206,47
60654,82350,1
60654,61938,18
60654,61529,7
60654,61544,1
60654,82897,13
60654,61636,1
60654,337411,1
60654,58989,16
60654,60350,17
60654,124991,1
60654,61660,71
60654,59135,23
60654,59186,1
60654,59188,61
60654,59288,5
60654,59425,1
60654,59441,2
60654,59508,2
60654,59518,17
60654,59527,1
60654,59532,103
60654,59551,35
60654,59601,1
60654,59662,5
60654,59790,26
60654,59819,24
60654,59874,59
60654,59901,2
60654,59945,1
60654,59984,8
60654,60003,27
60654,62284,5
60654,60075,16
60654,60156,3
60654,62834,23
60654,60263,25
60654,60284,6
60654,60359,3
60654,60369,2
60654,84994,1
60654,84998,1
60654,60473,21
60654,60542,9
60654,60587,1
60654,60756,7
60654,60824,4
60654,60868,11
60654,60871,23
60654,60971,60
60654,61026,17
60654,61034,4
60654,61035,2
60654,61053,1
60654,61090,4
60654,62601,6
60654,61164,19
60654,61190,11
60654,61197,1
60654,61223,30
60654,61232,125
60654,61248,44
60654,61264,15
60654,68767,1
60654,61339,1
60654,61374,2
60654,60755,1
60654,61453,7
60654,61454,82
60654,86084,40
60654,59409,18
60654,61581,17
60654,307368,1
60654,61680,3
60654,61700,7
60654,61721,7
60654,61725,7
60654,61764,2
60654,61832,4
60654,61890,3
60654,61893,5
60654,86571,1
60654,86575,1
60654,86603,1
60654,62032,5
60654,62136,4
60654,60445,11
60654,62214,24
60654,62264,1
60654,62318,2
60654,54200,7
60654,62293,4
60654,62468,130
60654,62493,9
60654,62521,28
60654,62543,2
60654,62584,2
60654,62322,3
60654,62644,1
60654,62646,3
60654,54460,1
60654,62680,35
60654,62724,23
60654,62747,1
60654,62779,78
60654,62103,23
60654,62823,2
60654,103914,2
60654,60479,47
60654,62142,3
60654,88791,1
60654,86572,1
60654,244246,5
60654,89382,4
60654,61317,3
60654,62082,2
60654,55363,18
60654,62796,5
258600,258600,1
60658,60658,3
60658,59186,2
60658,59624,1
60658,60263,1
60658,60542,1
60658,61223,1
60658,61893,1
60658,62242,1
60658,62180,1
60658,60935,1
60658,62584,1
60658,62680,1
60658,60479,1
60658,62142,1
60658,62417,1
60658,61317,1
60658,55363,2
60658,60047,1
306387,306387,17
306387,299963,1
60661,60661,1
60661,61725,1
219973,219973,3
60664,60664,13
60664,60714,1
60664,62098,1
60664,54440,8
86570,86570,2
81110,81110,12
81110,82924,1
81110,61970,1
81110,81033,1
60680,60680,6
60680,59051,1
60680,83640,1
60680,59186,2
60680,62207,2
60680,59441,1
60680,59508,2
60680,59582,1
60680,59624,1
60680,60263,2
60680,60318,2
60680,59205,1
60680,60359,1
60680,61072,2
60680,61804,1
60680,61893,4
60680,62032,1
60680,62242,2
60680,62180,1
60680,60935,1
60680,62518,2
60680,62584,1
60680,62596,2
60680,62142,3
60680,61317,3
60680,55363,3
118028,118028,1
118028,80609,1
118028,83181,1
118028,83104,1
118029,118029,1
118029,86860,1
61997,61997,28
61997,82359,1
61997,82418,1
61997,58229,1
61997,60350,1
61997,149310,2
61997,82361,1
61997,62834,2
61997,61231,4
61997,61240,1
61997,61970,2
61997,244153,1
61997,244170,1
61997,55363,1
167184,167184,1
167184,168451,1
167184,168412,1
85265,85265,23
85265,115438,1
85265,82774,1
85265,82417,1
85265,83136,1
85265,59276,2
85265,59536,1
85265,125354,2
85265,59901,2
85265,60194,1
85265,60231,2
85265,81131,1
85265,93682,1
85265,61035,1
85265,61454,1
85265,61970,1
85265,87270,1
85265,161405,1
85265,146272,2
85265,61996,1
85265,81033,1
85265,81196,1
85265,81197,1
81115,81115,6
81115,90356,2
81115,82384,2
81115,82772,1
81115,82774,1
81115,123793,1
81115,82924,2
81115,83096,1
81115,125354,1
81115,60194,1
81115,87270,1
81115,81181,1
81115,81197,3
203957,203957,1
60714,60714,170
60714,59206,5
60714,61544,2
60714,82575,1
60714,82577,7
60714,124260,1
60714,148887,2
60714,60350,1
60714,59051,1
60714,61660,6
60714,59287,1
60714,59288,1
60714,59532,3
60714,59786,9
60714,59945,3
60714,60231,1
60714,81036,2
60714,60263,1
60714,84929,1
60714,60542,4
60714,60664,1
60714,60794,1
60714,61248,2
60714,61453,2
60714,61454,10
60714,61605,6
60714,184513,1
60714,61680,1
60714,61725,3
60714,61764,1
60714,143703,2
60714,61786,2
60714,111098,1
60714,62521,1
60714,62573,1
60714,95369,9
60714,185590,1
60714,62779,1
60714,62364,1
60714,95937,2
60714,95939,10
60714,95940,7
60714,60479,8
60714,61028,1
60714,71770,1
60714,96536,2
60714,95294,5
60714,244506,1
60714,244246,11
60714,55363,1
191788,191788,1
191788,81129,1
64733,64733,10
64733,150358,2
68928,68928,18
68928,82924,1
68928,61636,1
68928,85088,1
68928,61605,1
68928,70846,1
68928,54564,2
68928,68956,1
68928,61996,1
68928,57116,2
68928,57137,1
68928,57203,1
85331,85331,1
60756,60756,8
60756,59206,5
60756,61938,5
60756,82897,3
60756,61660,1
60756,59135,5
60756,59188,4
60756,59532,7
60756,59551,5
60756,59662,1
60756,59874,4
60756,60156,2
60756,62834,1
60756,60263,1
60756,60284,2
60756,60654,7
60756,60824,1
60756,60868,2
60756,60971,7
60756,61026,4
60756,61090,1
60756,61190,4
60756,61223,1
60756,61232,4
60756,61248,6
60756,61264,2
60756,61454,7
60756,86084,3
60756,61581,2
60756,61700,2
60756,61721,3
60756,61725,1
60756,61832,2
60756,61893,1
60756,60445,4
60756,62214,3
60756,62468,6
60756,62521,3
60756,62322,1
60756,62680,1
60756,62724,6
60756,62779,7
60756,60479,2
85334,85334,84
85334,82596,30
85334,58326,1
85334,58428,1
85334,58510,1
85334,124260,1
85334,124262,1
85334,125092,1
85334,142748,1
85334,59935,1
85334,60231,1
85334,56479,1
85334,85376,1
85334,61173,1
85334,184513,1
